task_id,task_length_MI,cpu_demand,memory_demand_GB,deadline_ms,qos_level,task_type,migration_size_MB,migration_time_ms,migration_energy_J,network_hops
T975,5779,0.33,4.35,1097,Medium,Data,75.0,107.5,40.94,6
T976,16301,0.85,4.27,424,High,Compute,102.87,133.33,76.6,8
T977,8737,0.72,4.55,742,High,Compute,56.87,168.29,66.3,2
T978,10623,0.76,7.66,657,High,Compute,190.12,120.71,10.0,9
T979,15072,0.72,5.7,834,High,Compute,178.29,138.79,15.18,8
T980,8877,0.5,2.4,1383,Medium,Data,85.65,67.8,70.4,5
T981,8308,0.63,6.6,538,High,Compute,197.81,39.14,48.85,1
T982,4289,0.46,2.0,395,High,Latency,89.39,150.91,78.87,2
T983,6113,0.49,2.82,1074,Medium,Data,130.83,104.43,12.01,6
T984,11381,0.65,2.57,945,High,Compute,80.34,199.93,17.24,7
T985,9927,0.65,5.28,809,High,Compute,193.59,16.78,55.06,3
T986,4362,0.4,4.41,1497,Medium,Data,86.76,136.49,6.26,4
T987,6659,0.57,3.97,1393,Medium,Data,74.18,185.95,68.21,8
T988,19221,0.81,2.06,681,High,Compute,198.53,83.47,38.29,4
T989,2227,0.24,1.95,287,High,Latency,89.49,42.33,42.16,6
T990,3830,0.46,2.12,268,High,Latency,38.31,29.4,8.08,6
T991,8654,0.66,7.45,439,High,Compute,123.44,151.82,60.48,9
T992,6426,0.39,1.74,1376,Medium,Data,49.09,13.6,34.64,7
T993,15787,0.78,2.24,620,High,Compute,176.52,182.15,43.26,3
T994,8356,0.34,4.94,1260,Medium,Data,187.77,108.37,38.86,7
T995,15311,0.7,7.91,735,High,Compute,125.36,78.95,67.59,9
T996,1873,0.21,1.61,355,High,Latency,48.59,55.57,69.21,6
T997,2755,0.35,1.51,343,High,Latency,37.72,59.75,65.31,6
T998,19575,0.64,7.86,625,High,Compute,40.94,99.33,54.85,8
T999,5665,0.45,4.25,874,Medium,Data,184.81,17.55,23.82,1
T1000,3883,0.39,1.04,204,High,Latency,162.67,126.41,52.47,4
T1001,3767,0.6,1.13,1454,Medium,Data,185.38,14.44,52.93,6
T1002,8892,0.42,1.97,1321,Medium,Data,7.7,98.79,59.95,8
T1003,18243,0.88,2.28,680,High,Compute,128.46,117.55,27.49,1
T1004,6681,0.54,2.74,1372,Medium,Data,62.11,27.5,35.54,7
T1005,3986,0.48,1.05,325,High,Latency,113.36,109.84,68.16,9
T1006,3771,0.45,1.53,1233,Medium,Data,78.54,129.96,62.77,7
T1007,5729,0.58,1.92,1312,Medium,Data,78.19,117.9,37.07,9
T1008,15952,0.72,2.34,569,High,Compute,112.09,127.7,23.4,5
T1009,7656,0.4,4.18,931,Medium,Data,37.68,79.73,46.01,7
T1010,8064,0.48,2.03,1360,Medium,Data,69.62,136.82,75.14,1
T1011,3246,0.54,3.03,1166,Medium,Data,155.64,168.81,40.38,3
T1012,2074,0.35,2.64,276,High,Latency,174.79,76.56,34.99,7
T1013,6151,0.46,3.87,1338,Medium,Data,58.43,171.06,35.3,4
T1014,8055,0.39,2.9,1013,Medium,Data,114.89,33.12,26.59,4
T1015,8233,0.56,2.92,1387,Medium,Data,32.04,78.1,38.88,7
T1016,4847,0.52,4.5,1497,Medium,Data,131.91,27.3,47.03,6
T1017,4155,0.22,2.93,264,High,Latency,66.73,65.19,40.26,2
T1018,6057,0.55,3.6,844,Medium,Data,198.76,41.42,62.94,6
T1019,12157,0.75,6.29,418,High,Compute,198.92,91.44,70.18,9
T1020,6832,0.35,2.33,1345,Medium,Data,195.17,69.33,48.39,5
T1021,1054,0.5,1.71,330,High,Latency,126.04,120.47,17.92,4
T1022,3441,0.28,1.38,227,High,Latency,12.27,163.18,4.08,6
T1023,17408,0.82,3.69,484,High,Compute,42.7,89.37,45.49,7
T1024,7144,0.31,4.1,1496,Medium,Data,104.68,183.9,5.87,6
T1025,19059,0.78,4.57,974,High,Compute,32.67,76.48,74.46,6
T1026,13111,0.87,4.6,777,High,Compute,198.85,44.24,71.95,9
T1027,14238,0.87,7.36,618,High,Compute,79.84,129.9,62.77,6
T1028,7222,0.32,4.72,1171,Medium,Data,36.55,92.41,62.21,6
T1029,3693,0.57,2.05,1329,Medium,Data,180.7,136.2,73.92,4
T1030,13724,0.85,6.25,636,High,Compute,177.63,32.35,13.19,7
T1031,12372,0.72,4.69,552,High,Compute,19.42,101.33,25.28,8
T1032,3997,0.32,1.3,1483,Medium,Data,74.17,146.86,65.98,7
T1033,12052,0.74,6.28,597,High,Compute,95.7,66.15,11.7,6
T1034,13616,0.87,2.04,721,High,Compute,154.24,122.57,20.68,4
T1035,1503,0.23,0.9,141,High,Latency,165.41,142.54,7.97,2
T1036,3376,0.2,1.14,162,High,Latency,161.84,36.43,48.68,1
T1037,8138,0.52,4.98,1172,Medium,Data,166.13,19.29,48.56,6
T1038,2104,0.46,0.74,296,High,Latency,106.32,94.25,19.3,4
T1039,10775,0.62,3.63,413,High,Compute,30.43,54.64,50.28,2
T1040,18153,0.9,5.67,928,High,Compute,178.34,41.06,71.11,1
T1041,4786,0.25,1.46,387,High,Latency,121.64,111.48,22.33,9
T1042,9414,0.31,2.34,1218,Medium,Data,182.38,91.05,51.13,1
T1043,8484,0.54,1.95,1232,Medium,Data,92.41,174.7,12.21,2
T1044,4545,0.38,1.04,902,Medium,Data,49.38,151.99,15.26,2
T1045,8265,0.55,1.32,1329,Medium,Data,138.36,55.5,48.48,2
T1046,9064,0.47,4.47,1278,Medium,Data,67.08,157.98,8.31,3
T1047,8027,0.33,2.83,1310,Medium,Data,166.4,174.32,46.44,5
T1048,9856,0.37,4.87,1346,Medium,Data,169.2,108.34,63.27,1
T1049,8517,0.4,4.58,1267,Medium,Data,26.66,163.82,61.33,8
T1050,11483,0.7,5.16,549,High,Compute,39.3,184.88,56.71,3
T1051,12911,0.82,2.31,467,High,Compute,104.08,35.44,32.06,9
T1052,3264,0.31,1.29,239,High,Latency,105.75,162.45,33.02,2
T1053,2643,0.26,1.27,245,High,Latency,115.35,16.85,8.65,3
T1054,9606,0.47,4.93,995,Medium,Data,39.12,153.09,47.95,4
T1055,9952,0.51,3.43,1302,Medium,Data,172.66,41.7,21.48,4
T1056,3709,0.45,4.95,978,Medium,Data,134.14,31.02,67.52,3
T1057,10603,0.81,6.89,756,High,Compute,126.51,24.65,5.5,5
T1058,9082,0.58,3.71,1362,Medium,Data,5.05,142.43,45.85,4
T1059,10379,0.75,3.32,668,High,Compute,147.41,155.54,65.61,4
T1060,6075,0.33,3.86,851,Medium,Data,93.29,55.17,77.69,3
T1061,8324,0.82,2.04,676,High,Compute,161.97,111.24,66.38,2
T1062,11587,0.86,4.51,723,High,Compute,127.31,120.23,28.55,3
T1063,17383,0.81,4.15,455,High,Compute,73.67,154.84,18.26,5
T1064,6367,0.33,3.99,940,Medium,Data,165.56,196.23,59.08,5
T1065,13904,0.65,3.39,988,High,Compute,142.81,193.31,29.03,7
T1066,7915,0.35,4.46,1333,Medium,Data,122.44,83.18,75.33,5
T1067,10486,0.86,6.9,795,High,Compute,131.98,29.15,67.97,5
T1068,9227,0.56,1.21,1492,Medium,Data,133.86,12.75,8.04,3
T1069,4548,0.57,1.63,839,Medium,Data,182.8,124.22,20.41,5
T1070,3639,0.38,2.9,1316,Medium,Data,126.52,123.44,76.54,7
T1071,4917,0.57,3.28,915,Medium,Data,107.37,159.38,44.15,3
T1072,6783,0.31,2.8,865,Medium,Data,30.8,181.43,60.49,8
T1073,3494,0.35,1.31,298,High,Latency,189.21,27.12,61.14,8
T1074,13676,0.86,6.25,490,High,Compute,79.87,143.58,76.96,8
T1075,4189,0.54,4.07,1400,Medium,Data,173.23,89.93,59.13,5
T1076,9512,0.55,3.31,851,Medium,Data,181.71,193.07,64.02,1
T1077,15406,0.68,6.94,773,High,Compute,163.62,27.84,79.96,4
T1078,15645,0.75,3.78,990,High,Compute,27.64,46.84,28.84,7
T1079,10735,0.9,3.32,415,High,Compute,181.76,51.21,45.46,1
T1080,8162,0.75,5.15,863,High,Compute,63.55,193.75,24.51,9
T1081,11446,0.73,2.77,588,High,Compute,160.43,137.98,73.47,9
T1082,11385,0.79,3.32,918,High,Compute,152.08,17.0,32.71,6
T1083,8564,0.64,4.32,964,High,Compute,11.97,63.13,29.69,7
T1084,3201,0.35,1.93,163,High,Latency,177.11,171.09,21.62,8
T1085,12732,0.65,4.62,402,High,Compute,41.22,89.22,38.09,1
T1086,7124,0.58,1.1,1241,Medium,Data,61.52,23.35,41.37,2
T1087,19232,0.85,7.85,445,High,Compute,111.81,67.64,29.58,3
T1088,12042,0.8,7.28,846,High,Compute,145.99,116.5,64.68,3
T1089,18910,0.68,6.61,442,High,Compute,185.31,167.73,23.42,1
T1090,4986,0.36,1.39,925,Medium,Data,124.93,35.07,21.81,4
T1091,6007,0.55,4.43,987,Medium,Data,121.78,193.8,70.41,3
T1092,9153,0.38,2.59,884,Medium,Data,157.37,185.75,45.9,4
T1093,11055,0.71,4.87,617,High,Compute,29.05,58.96,75.64,1
T1094,6052,0.51,2.23,825,Medium,Data,59.44,24.01,13.62,3
T1095,12366,0.8,2.24,820,High,Compute,124.64,148.3,72.13,7
T1096,12958,0.89,7.9,548,High,Compute,47.59,21.03,74.16,2
T1097,3202,0.45,1.11,273,High,Latency,178.06,133.01,45.71,5
T1098,1455,0.27,1.88,120,High,Latency,26.65,104.97,65.27,8
T1099,9982,0.61,6.32,663,High,Compute,195.48,199.12,54.21,3
T1100,3078,0.39,1.82,364,High,Latency,31.18,148.01,61.23,1
T1101,13785,0.83,6.36,483,High,Compute,197.91,87.75,55.21,1
T1102,16740,0.62,5.53,492,High,Compute,70.12,155.78,20.17,6
T1103,12507,0.63,3.22,772,High,Compute,181.83,146.08,24.13,2
T1104,13192,0.69,7.97,940,High,Compute,133.99,159.4,47.39,1
T1105,9058,0.55,3.86,1020,Medium,Data,56.41,49.88,74.25,9
T1106,6718,0.51,2.14,857,Medium,Data,129.05,56.86,20.25,4
T1107,18776,0.83,5.72,998,High,Compute,113.36,32.91,37.47,3
T1108,3947,0.4,2.31,805,Medium,Data,135.03,39.38,6.31,7
T1109,6397,0.53,1.28,881,Medium,Data,177.33,115.7,50.9,8
T1110,3251,0.4,1.74,123,High,Latency,39.48,30.97,64.48,1
T1111,14720,0.61,4.59,516,High,Compute,160.77,113.2,70.82,5
T1112,11549,0.66,6.73,730,High,Compute,134.67,68.04,22.83,7
T1113,13611,0.61,4.9,935,High,Compute,12.58,108.7,14.96,6
T1114,11618,0.89,3.33,415,High,Compute,44.67,181.71,60.85,7
T1115,9386,0.37,1.63,914,Medium,Data,101.17,81.19,8.66,1
T1116,2860,0.32,2.96,202,High,Latency,6.14,96.96,51.34,1
T1117,3225,0.37,1.13,358,High,Latency,156.76,71.55,12.51,3
T1118,10096,0.87,2.62,990,High,Compute,93.01,180.71,25.33,8
T1119,14014,0.65,7.81,897,High,Compute,120.39,51.35,19.16,6
T1120,4823,0.5,2.21,855,Medium,Data,155.96,34.57,36.1,8
T1121,15965,0.63,2.86,991,High,Compute,84.37,21.12,57.0,3
T1122,4600,0.33,2.69,1418,Medium,Data,58.68,54.24,25.66,9
T1123,9500,0.33,1.67,1091,Medium,Data,26.65,122.23,58.84,5
T1124,15633,0.71,5.93,933,High,Compute,45.65,88.37,46.31,6
T1125,10431,0.62,2.11,684,High,Compute,197.91,146.31,79.42,2
T1126,9620,0.73,5.06,642,High,Compute,146.83,157.77,68.52,4
T1127,2997,0.3,0.96,275,High,Latency,68.32,24.05,64.69,7
T1128,8218,0.37,1.53,1313,Medium,Data,16.95,92.22,4.01,2
T1129,18450,0.86,6.9,787,High,Compute,186.38,94.62,54.59,7
T1130,8510,0.37,1.31,1188,Medium,Data,82.19,104.29,21.16,5
T1131,4129,0.43,4.76,868,Medium,Data,168.72,104.02,4.61,6
T1132,4720,0.39,1.69,245,High,Latency,30.51,124.93,79.95,9
T1133,17244,0.79,6.33,542,High,Compute,101.12,135.77,58.69,4
T1134,8681,0.61,4.25,481,High,Compute,161.68,33.21,67.27,7
T1135,7016,0.55,1.94,1069,Medium,Data,40.19,17.68,47.83,7
T1136,3673,0.38,0.77,309,High,Latency,60.66,42.29,10.18,9
T1137,2555,0.45,3.0,295,High,Latency,29.43,56.55,12.42,3
T1138,6936,0.59,4.66,897,Medium,Data,156.83,69.36,4.02,7
T1139,8700,0.59,4.86,831,Medium,Data,138.07,197.93,3.04,5
T1140,7674,0.33,2.09,1442,Medium,Data,108.05,70.84,53.32,8
T1141,14041,0.72,4.51,979,High,Compute,157.56,97.78,76.41,1
T1142,4164,0.57,1.55,1270,Medium,Data,163.2,107.55,5.06,8
T1143,9468,0.64,5.95,430,High,Compute,9.37,156.9,8.22,3
T1144,7225,0.37,2.22,1380,Medium,Data,113.01,166.62,78.93,7
T1145,9955,0.48,4.93,1182,Medium,Data,102.3,57.13,23.4,5
T1146,19334,0.64,5.49,796,High,Compute,171.58,26.6,10.46,2
T1147,8312,0.84,4.59,587,High,Compute,95.84,192.51,75.17,2
T1148,5857,0.54,3.86,1322,Medium,Data,164.88,142.05,3.9,4
T1149,5705,0.34,1.37,1357,Medium,Data,31.18,14.47,11.1,5
T1150,6764,0.37,1.85,1054,Medium,Data,131.65,52.91,39.89,2
T1151,16733,0.75,2.98,728,High,Compute,192.9,196.62,60.77,6
T1152,12376,0.8,4.06,727,High,Compute,141.28,65.21,41.01,4
T1153,8018,0.31,3.35,882,Medium,Data,86.01,55.4,76.4,6
T1154,9825,0.53,3.99,1028,Medium,Data,183.62,189.68,20.1,7
T1155,3366,0.59,2.53,1323,Medium,Data,172.51,194.32,76.9,6
T1156,18345,0.79,6.98,681,High,Compute,49.05,79.55,26.2,5
T1157,6022,0.56,3.68,817,Medium,Data,162.09,187.99,7.29,3
T1158,16989,0.87,6.21,821,High,Compute,59.64,112.97,57.21,4
T1159,14789,0.84,4.71,615,High,Compute,37.11,152.58,54.47,6
T1160,8544,0.45,1.77,1245,Medium,Data,16.48,132.79,31.93,1
T1161,14213,0.85,4.78,937,High,Compute,175.58,67.53,12.3,7
T1162,4122,0.49,4.59,1254,Medium,Data,79.59,133.71,59.51,5
T1163,8600,0.79,4.68,900,High,Compute,146.5,63.7,47.94,6
T1164,17736,0.65,4.44,625,High,Compute,83.87,16.32,18.9,9
T1165,8153,0.34,2.53,1431,Medium,Data,80.62,170.18,31.48,5
T1166,3806,0.29,1.96,309,High,Latency,133.02,106.81,20.48,1
T1167,2395,0.49,2.91,220,High,Latency,15.57,140.89,50.46,2
T1168,3964,0.59,1.02,828,Medium,Data,18.83,125.93,9.97,2
T1169,1332,0.35,0.56,307,High,Latency,168.17,188.86,26.01,6
T1170,4170,0.36,2.99,273,High,Latency,128.95,136.2,72.9,8
T1171,3543,0.28,1.53,141,High,Latency,83.81,182.48,43.07,2
T1172,2743,0.46,2.91,163,High,Latency,31.44,17.36,21.03,1
T1173,11735,0.6,6.08,631,High,Compute,54.75,15.92,28.23,8
T1174,17410,0.8,6.45,703,High,Compute,114.04,152.07,23.47,1
T1175,15669,0.69,4.21,998,High,Compute,157.77,15.49,62.91,6
T1176,9428,0.85,2.84,955,High,Compute,193.25,40.42,44.22,7
T1177,6500,0.5,3.76,1305,Medium,Data,27.56,69.44,39.09,6
T1178,1075,0.44,1.04,313,High,Latency,168.86,80.64,5.34,2
T1179,3116,0.29,2.88,198,High,Latency,130.62,162.37,29.21,5
T1180,8057,0.46,3.3,1405,Medium,Data,19.38,31.24,64.8,9
T1181,14363,0.76,5.02,776,High,Compute,174.74,144.76,42.51,8
T1182,16808,0.6,2.3,500,High,Compute,140.5,124.26,33.89,7
T1183,2412,0.49,2.76,119,High,Latency,59.23,192.6,79.07,8
T1184,7133,0.5,1.5,1432,Medium,Data,26.36,70.61,66.42,5
T1185,3453,0.4,4.28,1312,Medium,Data,23.38,154.98,17.76,5
T1186,8012,0.66,5.65,770,High,Compute,104.98,78.8,69.44,8
T1187,6677,0.32,3.51,1004,Medium,Data,99.36,160.39,62.11,3
T1188,10434,0.79,7.61,468,High,Compute,39.12,133.87,49.24,5
T1189,4781,0.56,3.08,1011,Medium,Data,169.35,195.86,18.04,7
T1190,8617,0.38,2.19,1350,Medium,Data,184.78,35.09,78.05,9
T1191,3303,0.23,1.16,271,High,Latency,107.82,65.29,65.48,3
T1192,14614,0.63,5.74,906,High,Compute,12.99,73.47,50.83,6
T1193,2550,0.27,2.1,313,High,Latency,130.53,65.99,21.17,8
T1194,11401,0.86,2.76,915,High,Compute,124.18,108.08,70.68,7
T1195,7155,0.39,2.81,1273,Medium,Data,93.28,33.48,52.52,4
T1196,6734,0.56,3.33,952,Medium,Data,72.84,196.46,74.29,4
T1197,18296,0.71,4.15,557,High,Compute,71.06,17.91,36.06,7
T1198,4430,0.3,2.51,337,High,Latency,7.47,84.35,41.72,9
T1199,13649,0.78,7.61,416,High,Compute,78.01,35.33,36.86,7
T1200,1325,0.44,1.72,183,High,Latency,73.77,74.37,74.0,7
T1201,3841,0.37,4.8,1199,Medium,Data,52.04,117.41,46.15,2
T1202,17980,0.73,3.26,406,High,Compute,23.73,88.17,33.73,2
T1203,18255,0.77,4.14,420,High,Compute,47.02,132.53,12.48,2
T1204,3275,0.28,0.96,233,High,Latency,103.19,102.79,36.14,2
T1205,5451,0.52,1.31,1236,Medium,Data,37.36,21.25,56.32,3
T1206,18195,0.83,4.03,500,High,Compute,17.44,141.21,52.27,6
T1207,18465,0.78,4.78,520,High,Compute,121.97,40.69,6.79,9
T1208,11253,0.66,6.93,942,High,Compute,98.52,109.4,4.34,1
T1209,13086,0.68,3.61,631,High,Compute,184.61,114.96,47.24,6
T1210,11513,0.66,7.66,901,High,Compute,143.43,146.24,20.35,1
T1211,9431,0.31,1.51,836,Medium,Data,113.44,79.13,4.5,6
T1212,5555,0.44,1.15,981,Medium,Data,147.28,110.15,36.11,6
T1213,6538,0.36,1.44,1034,Medium,Data,129.75,137.49,32.23,4
T1214,4870,0.46,2.01,186,High,Latency,170.21,82.41,22.18,9
T1215,19790,0.69,4.26,862,High,Compute,126.35,89.82,70.38,8
T1216,4690,0.22,0.55,370,High,Latency,53.84,111.18,3.72,8
T1217,3213,0.58,3.55,1401,Medium,Data,186.36,178.1,41.15,3
T1218,5971,0.41,1.43,1212,Medium,Data,108.83,13.6,71.02,6
T1219,11345,0.65,5.07,517,High,Compute,43.11,187.31,26.64,4
T1220,3904,0.58,3.32,1259,Medium,Data,164.7,150.77,73.57,4
T1221,17126,0.62,3.12,694,High,Compute,141.63,136.16,72.42,7
T1222,19434,0.9,5.99,548,High,Compute,87.19,163.36,64.38,9
T1223,14123,0.6,6.38,468,High,Compute,169.11,192.57,33.63,8
T1224,17037,0.74,3.23,818,High,Compute,65.48,101.4,59.98,3
T1225,15111,0.79,2.33,954,High,Compute,23.24,115.12,56.25,2
T1226,9541,0.76,5.37,411,High,Compute,174.97,160.36,56.14,4
T1227,8769,0.82,5.05,879,High,Compute,150.83,67.34,18.62,3
T1228,13275,0.72,3.45,815,High,Compute,142.83,80.5,40.53,9
T1229,9514,0.33,2.03,1028,Medium,Data,90.36,160.68,11.07,1
T1230,18085,0.83,7.62,613,High,Compute,67.12,89.42,57.6,4
T1231,8320,0.88,2.56,762,High,Compute,58.9,37.05,11.95,8
T1232,18619,0.6,7.36,869,High,Compute,182.87,39.87,27.06,2
T1233,18355,0.88,3.55,605,High,Compute,14.25,55.79,66.91,3
T1234,5327,0.5,4.56,1108,Medium,Data,133.32,52.54,19.14,1
T1235,9243,0.53,4.21,1085,Medium,Data,62.54,32.25,22.09,6
T1236,9206,0.41,1.61,806,Medium,Data,167.42,107.42,14.26,4
T1237,9054,0.41,1.42,1261,Medium,Data,105.18,23.66,36.33,1
T1238,12581,0.9,6.68,511,High,Compute,172.75,181.56,66.92,1
T1239,4765,0.57,3.22,1166,Medium,Data,43.02,187.61,47.34,9
T1240,14035,0.65,4.12,870,High,Compute,64.47,72.53,35.9,3
T1241,2724,0.26,1.05,157,High,Latency,51.26,132.12,6.05,9
T1242,4138,0.48,1.67,1033,Medium,Data,52.86,119.45,56.54,8
T1243,11110,0.65,4.02,473,High,Compute,144.59,132.69,73.48,2
T1244,8886,0.58,3.69,1193,Medium,Data,85.81,80.77,34.61,3
T1245,8141,0.35,4.9,1258,Medium,Data,61.41,75.67,63.37,5
T1246,3763,0.49,0.74,320,High,Latency,81.43,18.24,57.08,1
T1247,4329,0.48,0.66,324,High,Latency,10.75,14.68,12.88,9
T1248,1235,0.4,1.14,210,High,Latency,150.88,66.02,52.9,7
T1249,2150,0.45,1.91,254,High,Latency,62.67,54.49,23.6,9
T1250,14643,0.66,5.41,968,High,Compute,125.49,135.91,13.58,2
T1251,12232,0.64,4.34,598,High,Compute,38.41,146.82,39.87,3
T1252,8429,0.56,4.53,951,Medium,Data,180.73,166.7,13.53,6
T1253,17493,0.83,4.66,634,High,Compute,131.08,130.65,13.24,6
T1254,4325,0.41,2.77,1018,Medium,Data,119.25,36.37,68.51,3
T1255,9569,0.76,6.85,672,High,Compute,42.16,197.72,47.94,2
T1256,2901,0.4,1.17,108,High,Latency,162.82,22.97,23.86,3
T1257,15280,0.82,5.46,596,High,Compute,74.57,113.54,28.05,2
T1258,12210,0.75,5.27,638,High,Compute,165.08,40.97,62.86,9
T1259,19785,0.8,3.89,411,High,Compute,141.53,15.7,63.33,9
T1260,1688,0.21,2.29,217,High,Latency,152.83,93.09,5.22,1
T1261,18292,0.67,6.47,759,High,Compute,20.56,49.38,13.33,2
T1262,7213,0.44,2.15,979,Medium,Data,75.11,147.58,40.63,7
T1263,6306,0.54,4.3,1446,Medium,Data,86.88,52.29,2.39,6
T1264,17034,0.81,3.61,591,High,Compute,7.17,72.88,4.38,1
T1265,16587,0.6,2.89,630,High,Compute,100.84,131.95,34.1,4
T1266,1239,0.33,2.89,391,High,Latency,193.54,124.71,65.45,8
T1267,4499,0.27,1.67,192,High,Latency,75.34,71.01,2.1,7
T1268,18171,0.71,2.99,862,High,Compute,198.44,54.29,54.67,5
T1269,9736,0.66,5.64,669,High,Compute,79.98,40.64,66.01,2
T1270,9356,0.82,5.49,639,High,Compute,179.57,115.85,55.2,3
T1271,19061,0.78,5.18,770,High,Compute,163.22,184.59,48.84,3
T1272,12070,0.82,5.05,461,High,Compute,16.04,116.45,60.92,9
T1273,6620,0.55,2.71,1191,Medium,Data,16.57,98.82,6.56,2
T1274,5650,0.49,1.56,1003,Medium,Data,24.16,141.22,66.18,2
T1275,13501,0.85,4.66,907,High,Compute,130.12,168.31,56.65,3
T1276,1880,0.36,2.49,213,High,Latency,30.87,60.44,4.05,3
T1277,2168,0.4,1.81,265,High,Latency,81.96,69.77,27.09,1
T1278,5908,0.58,1.19,1243,Medium,Data,62.3,13.74,38.89,5
T1279,1912,0.24,1.28,275,High,Latency,53.25,175.55,15.25,3
T1280,19366,0.83,5.03,635,High,Compute,147.43,64.7,6.33,5
T1281,6234,0.4,3.35,1048,Medium,Data,69.49,41.55,14.25,1
T1282,16401,0.72,6.71,485,High,Compute,35.59,172.1,50.93,8
T1283,3393,0.56,3.06,1403,Medium,Data,183.47,185.84,58.72,1
T1284,4939,0.47,1.46,1498,Medium,Data,155.15,110.38,48.86,5
T1285,4509,0.28,0.55,375,High,Latency,181.83,175.68,58.05,6
T1286,12134,0.64,8.0,503,High,Compute,193.17,106.35,31.65,8
T1287,4658,0.47,4.36,912,Medium,Data,74.05,144.11,13.56,2
T1288,14166,0.87,3.15,611,High,Compute,9.18,38.65,57.37,7
T1289,9067,0.81,7.3,793,High,Compute,130.03,100.7,54.64,5
T1290,7607,0.32,3.15,1242,Medium,Data,18.83,91.62,22.44,2
T1291,10224,0.83,5.95,666,High,Compute,140.48,119.09,11.41,2
T1292,7584,0.51,4.7,1156,Medium,Data,44.25,192.04,76.06,6
T1293,3871,0.46,1.51,1122,Medium,Data,115.83,31.5,70.65,1
T1294,9642,0.42,4.88,999,Medium,Data,35.34,46.75,52.97,4
T1295,10739,0.72,4.55,795,High,Compute,198.07,173.75,36.23,2
T1296,8877,0.67,4.33,692,High,Compute,197.99,193.7,16.8,8
T1297,1310,0.21,1.05,308,High,Latency,129.08,188.11,63.32,7
T1298,3374,0.22,1.69,110,High,Latency,180.53,44.23,17.29,7
T1299,16226,0.84,6.63,840,High,Compute,102.39,144.59,60.59,9
T1300,12690,0.8,2.31,479,High,Compute,63.88,63.53,62.82,8
T1301,2313,0.44,1.77,227,High,Latency,75.68,66.87,51.49,7
T1302,9017,0.36,3.15,1345,Medium,Data,134.22,81.29,7.11,3
T1303,18058,0.74,7.76,822,High,Compute,179.52,38.99,16.98,4
T1304,19856,0.82,6.41,476,High,Compute,24.94,25.51,73.01,8
T1305,4368,0.47,2.82,160,High,Latency,79.18,119.41,50.62,7
T1306,8614,0.86,5.0,758,High,Compute,82.92,89.91,51.34,6
T1307,5371,0.36,4.22,964,Medium,Data,8.63,31.58,47.36,1
T1308,14941,0.75,2.52,526,High,Compute,170.83,87.76,78.43,6
T1309,6845,0.34,2.77,1280,Medium,Data,13.67,180.07,71.36,4
T1310,19108,0.78,2.05,865,High,Compute,60.65,99.45,16.6,4
T1311,16990,0.71,2.32,997,High,Compute,172.19,67.77,65.24,2
T1312,3513,0.47,1.62,1475,Medium,Data,16.64,47.46,54.12,9
T1313,2684,0.37,1.47,188,High,Latency,39.19,124.21,57.04,6
T1314,9611,0.44,1.68,948,Medium,Data,123.64,192.76,53.56,6
T1315,4821,0.48,1.18,319,High,Latency,57.98,104.4,4.17,8
T1316,3434,0.46,2.85,178,High,Latency,106.89,108.27,18.24,8
T1317,4273,0.4,1.53,190,High,Latency,145.24,181.5,50.31,6
T1318,9020,0.36,4.16,1183,Medium,Data,186.52,110.29,58.16,1
T1319,16002,0.72,7.13,959,High,Compute,198.02,106.15,65.03,1
T1320,3059,0.28,2.8,395,High,Latency,119.08,87.56,53.04,4
T1321,3056,0.58,1.85,1496,Medium,Data,53.69,127.11,57.61,3
T1322,7297,0.38,4.27,1155,Medium,Data,69.72,173.51,75.73,1
T1323,3602,0.26,0.72,348,High,Latency,127.39,82.33,63.76,7
T1324,16325,0.8,5.18,999,High,Compute,65.48,86.81,50.18,1
T1325,7039,0.52,1.45,1052,Medium,Data,166.02,96.84,65.54,8
T1326,7834,0.46,4.27,1347,Medium,Data,140.92,173.35,59.24,6
T1327,12005,0.81,5.34,950,High,Compute,172.22,51.04,65.2,3
T1328,8411,0.34,3.66,945,Medium,Data,11.73,30.89,60.18,2
T1329,1183,0.3,2.77,352,High,Latency,141.34,75.57,39.04,8
T1330,14843,0.8,3.36,814,High,Compute,67.39,44.83,30.52,6
T1331,4079,0.38,2.64,1427,Medium,Data,185.19,177.53,24.49,4
T1332,8541,0.51,4.44,870,Medium,Data,70.75,94.44,72.16,3
T1333,17587,0.72,4.57,483,High,Compute,196.09,63.42,64.47,4
T1334,5886,0.4,1.54,1194,Medium,Data,137.55,151.59,39.23,7
T1335,9519,0.43,2.39,947,Medium,Data,199.79,157.06,39.78,1
T1336,5196,0.53,2.33,1203,Medium,Data,150.49,60.11,69.89,9
T1337,9309,0.68,5.88,691,High,Compute,189.16,14.4,57.55,6
T1338,16215,0.85,5.43,607,High,Compute,136.67,11.95,24.26,5
T1339,5711,0.56,1.17,1221,Medium,Data,37.56,148.41,20.69,2
T1340,6568,0.53,1.07,1340,Medium,Data,20.55,159.77,40.24,1
T1341,8685,0.41,2.41,1186,Medium,Data,69.56,124.57,66.34,1
T1342,11258,0.84,4.49,953,High,Compute,143.58,71.4,11.57,6
T1343,3847,0.34,2.3,155,High,Latency,8.83,90.58,54.89,6
T1344,3105,0.39,3.28,1107,Medium,Data,121.63,72.06,16.28,7
